country_iso,year,gdppc
SLV,2015,8109.0
SRB,2000,6059.583
SRB,2015,12765.0
STP,1950,1278.0
STP,2000,2218.8196
STP,2015,3545.0
SUN,1900,1906.0
SUN,1950,4529.0
SUN,2000,8193.5158
SUN,2015,18479.0
SVK,2000,13904.9854
SVK,2015,24588.0
SVN,2000,21501.3367
SVN,2015,26268.0
SWE,1300,1133.0
SWE,1350,1323.0
SWE,1400,1543.0
SWE,1450,1557.0
SWE,1500,1760.0
SWE,1550,1655.0
SWE,1600,1258.0
SWE,1650,1388.0
SWE,1700,2002.0
SWE,1750,1554.0
SWE,1800,1366.0
SWE,1850,1715.0
SWE,1900,3320.0
SWE,1950,10742.0
SWE,2000,34202.6042
SWE,2015,43746.0
SWZ,1950,604.0
SWZ,2000,4894.5207
SWZ,2015,7969.0
SYC,1950,2632.0
SYC,2000,14379.832
SYC,2015,25690.0
SYR,1850,1275.4
SYR,1900,1869.7441860465117
SYR,1950,3838.0
SYR,2000,7668.0717
SYR,2015,3049.0
TCD,1950,815.0
TCD,2000,716.0424
TCD,2015,2384.0
TGO,1950,870.0
TGO,2000,1150.3659
TGO,2015,1370.0
THA,1850,945.0
THA,1900,1289.5652173913043
THA,1950,1302.0
THA,2000,9627.1043
THA,2015,15020.0
TJK,2000,1723.3563
TJK,2015,3789.0
TKM,2000,4173.1946
TKM,2015,22675.0
TTO,1950,5856.0
TTO,2000,19179.9187
TTO,2015,30702.0
TUN,50,1104.3897746014293
TUN,100,1092.5426058273777
TUN,150,1080.695437053326
TUN,200,1068.8482682792744
TUN,250,1057.0010995052226
TUN,300,1045.153930731171
TUN,350,1033.3067619571193
TUN,400,1021.4595931830677
TUN,450,1009.612424409016
TUN,500,997.7652556349642
TUN,550,985.9180868609126
TUN,600,974.070918086861
TUN,650,962.2237493128092
TUN,700,950.3765805387576
TUN,750,938.5294117647059
TUN,800,926.6822429906542
TUN,850,914.8350742166025
TUN,900,902.9879054425509
TUN,950,891.1407366684991
TUN,1000,879.2935678944475
TUN,1050,867.4463991203959
TUN,1100,855.5992303463441
TUN,1150,843.7520615722924
TUN,1200,831.9048927982408
TUN,1250,820.0577240241892
TUN,1300,808.2105552501374
TUN,1350,796.3633864760858
TUN,1400,784.516217702034
TUN,1450,772.6690489279824
TUN,1500,760.8218801539308
TUN,1550,748.9747113798791
TUN,1600,737.1275426058273
TUN,1650,725.2803738317757
TUN,1700,713.4332050577241
TUN,1750,701.5860362836723
TUN,1800,689.7388675096206
TUN,1850,879.4
TUN,1900,1286.6744186046512
TUN,1950,1777.0
TUN,2000,7548.4378
TUN,2015,11060.0
TUR,50,890.6726726726727
TUR,100,884.2162162162163
TUR,150,877.7597597597597
TUR,200,871.3033033033033
TUR,250,864.8468468468468
TUR,300,858.3903903903904
TUR,350,851.933933933934
TUR,400,845.4774774774775
TUR,450,839.021021021021
TUR,500,832.5645645645645
TUR,550,826.1081081081081
TUR,600,819.6516516516516
TUR,650,813.1951951951952
TUR,700,806.7387387387387
TUR,750,800.2822822822823
TUR,800,793.8258258258259
TUR,850,787.3693693693693
TUR,900,780.9129129129129
TUR,950,774.4564564564564
TUR,1000,768.0
TUR,1050,757.5833333333334
TUR,1100,747.1666666666666
TUR,1150,743.0
TUR,1200,743.0
TUR,1250,743.0
TUR,1300,743.0
TUR,1350,743.7450980392157
TUR,1400,762.3725490196078
TUR,1450,781.0
TUR,1500,768.0
TUR,1550,789.3333333333334
TUR,1600,810.6666666666666
TUR,1650,832.0
TUR,1700,897.0
TUR,1750,923.0
TUR,1800,959.4285714285714
TUR,1850,1088.6
TUR,1900,1379.8837209302326
TUR,1950,2079.0
TUR,2000,11904.0082
TUR,2015,19836.0
TWN,1850,967.2
TWN,1900,1075.4193548387098
TWN,1950,1460.0
TWN,2000,26787.4457
TWN,2015,41668.0
TZA,1950,676.0
TZA,2000,1148.6802
TZA,2015,2566.0
UGA,1950,1095.0
UGA,2000,1191.9539
UGA,2015,1954.0
UKR,2000,5165.8082
UKR,2015,8961.0
URY,1800,1838.0
URY,1850,2467.0
URY,1900,3387.0
URY,1950,7015.0
URY,2000,13050.0639
URY,2015,19244.0
USA,1650,897.0
USA,1700,1519.846857142857
USA,1750,2123.5389090909093
USA,1800,2545.488
USA,1850,3631.82
USA,1900,8037.5712
USA,1950,15240.0
USA,2000,45886.4705
USA,2015,52591.0
UZB,2000,4667.2599
UZB,2015,9720.0
VEN,1800,1073.0
VEN,1850,1884.0
VEN,1900,1846.0
VEN,1950,8462.0
VEN,2000,13992.6088
VEN,2015,18802.0
VNM,1850,819.0
VNM,1900,1051.9767441860465
VNM,1950,1049.0
VNM,2000,2773.1016
VNM,2015,5763.0
YEM,1950,1452.0
YEM,2000,4212.1055
YEM,2015,2844.0
YUG,1900,1323.0
YUG,1950,2276.0
YUG,2000,8472.5892
YUG,2015,14971.0
ZAF,1700,2715.0
ZAF,1750,2697.0
ZAF,1800,1529.0
ZAF,1850,1042.0
ZAF,1900,1494.0
ZAF,1950,4041.0
ZAF,2000,7582.7781
ZAF,2015,12246.0
ZMB,1950,1054.0
ZMB,2000,1428.5024
ZMB,2015,3478.0
ZWE,1950,1117.0
ZWE,2000,2211.1962
ZWE,2015,1560.0
